date,price
2020-01-01,1.002830244405929
2020-01-02,1.0025418734552642
2020-01-03,1.002844160664232
2020-01-04,0.9996368653638699
2020-01-05,1.0010325688699289
2020-01-06,0.999803996658714
2020-01-07,0.9986904099468425
2020-01-08,0.9993502141172309
2020-01-09,0.9967049670535274
2020-01-10,1.0000198999862373
2020-01-11,1.0031575266729158
2020-01-12,0.9978398742913009
2020-01-13,1.0006585358806308
2020-01-14,1.0001541985717632
2020-01-15,1.0010466318494458
2020-01-16,1.002590737982286
2020-01-17,1.0004929377277574
2020-01-18,0.9980205747057008
2020-01-19,0.999594474453711
2020-01-20,0.9972698847500154
2020-01-21,0.9949134664735267
2020-01-22,0.9994115276980085
2020-01-23,0.999345541805995
2020-01-24,1.0002766026631797
2020-01-25,1.0012448375931957
2020-01-26,0.999687766911577
2020-01-27,1.0009391976909394
2020-01-28,0.9990382716557004
2020-01-29,0.9993801116122827
2020-01-30,0.9982363237034544
2020-01-31,1.0022686791646767
2020-02-01,0.9986351893925504
2020-02-02,0.998888610571481
2020-02-03,0.9995003396167649
2020-02-04,1.0034420515098577
2020-02-05,1.0002739654961266
2020-02-06,1.0002637899516442
2020-02-07,1.0001977736282233
2020-02-08,1.000487466134318
2020-02-09,0.9978224628466311
2020-02-10,1.004257329815208
2020-02-11,0.9998112187648299
2020-02-12,0.9974299690990851
2020-02-13,0.996643879084842
2020-02-14,1.0039022479805118
2020-02-15,0.9968908600572085
2020-02-16,0.9971746877528544
2020-02-17,0.9972781342735345
2020-02-18,1.0025538778300098
2020-02-19,0.9952041260149563
2020-02-20,0.9969100746083169
2020-02-21,0.9998644130042421
2020-02-22,0.997148962970936
2020-02-23,0.997683937187596
2020-02-24,0.9987394753089853
2020-02-25,1.0009446134796078
2020-02-26,1.0016458879532126
2020-02-27,0.9999800142881902
2020-02-28,0.9995403918163325
2020-02-29,0.9956895361640259
2020-03-01,0.9955125898292815
2020-03-02,1.003068653141201
2020-03-03,0.9986104572525867
2020-03-04,0.9990875699119365
2020-03-05,1.0001946856675359
2020-03-06,0.9994142723592022
2020-03-07,0.9980076977581807
2020-03-08,1.000892881726847
2020-03-09,0.9967247860091784
2020-03-10,1.003252250629317
2020-03-11,1.0007569812695152
2020-03-12,1.0013606424140138
2020-03-13,0.9407365783949997
2020-03-14,1.0000390848516847
2020-03-15,1.0067334763788616
2020-03-16,1.0032670018370873
2020-03-17,1.000499646877085
2020-03-18,0.9926663024025464
2020-03-19,0.9982117341505068
2020-03-20,0.991966984946229
2020-03-21,1.008040773810128
2020-03-22,0.9980725575451863
2020-03-23,0.994690685353666
2020-03-24,0.9980429490492679
2020-03-25,0.9959784001454032
2020-03-26,0.99862305963305
2020-03-27,1.0014899854023318
2020-03-28,0.9883047476816395
2020-03-29,1.0025400910871431
2020-03-30,0.997210421512492
2020-03-31,0.9932655743635663
2020-04-01,0.9960397076913499
2020-04-02,1.0064349106241632
2020-04-03,1.0035793848182826
2020-04-04,0.9948482215379678
2020-04-05,0.998451560806151
2020-04-06,0.9967644643587091
2020-04-07,0.9988284466713854
2020-04-08,0.9968186537770923
2020-04-09,0.9973317484636595
2020-04-10,0.9993846015163985
2020-04-11,0.998897732470473
2020-04-12,1.0001377679662526
2020-04-13,0.9904935454173172
2020-04-14,0.9973538634250029
2020-04-15,0.9983692346024847
2020-04-16,0.9988654772484408
2020-04-17,0.9963061334858037
2020-04-18,0.9953667009004221
2020-04-19,0.998598007956025
2020-04-20,0.9987355270530865
2020-04-21,0.9980221066927323
2020-04-22,0.9975975377704934
2020-04-23,0.9981043781789513
2020-04-24,0.9888565894448729
2020-04-25,1.0000497630156977
2020-04-26,1.0010322148522304
2020-04-27,0.9996341983403292
2020-04-28,1.0002319568955544
2020-04-29,0.9998874209720762
2020-04-30,0.9999242024071269
2020-05-01,0.9979271222637474
2020-05-02,0.9972705991186013
2020-05-03,0.9998738353851451
2020-05-04,1.0001769491474273
2020-05-05,0.999799230818516
2020-05-06,1.0025080840398402
2020-05-07,0.9888236824810672
2020-05-08,0.9956376144558027
2020-05-09,0.9968756945357263
2020-05-10,0.9973860179244702
2020-05-11,1.0040035410138157
2020-05-12,0.999216427657333
2020-05-13,0.9988102081358485
2020-05-14,0.9981554914147238
2020-05-15,0.9990384526238876
2020-05-16,0.9998615191169036
2020-05-17,1.000020118952346
2020-05-18,0.9986001698021164
2020-05-19,0.9988017304556706
2020-05-20,0.9984097876866166
2020-05-21,0.9996869009065811
2020-05-22,0.9965597193769242
2020-05-23,0.9991589118504931
2020-05-24,0.9980425593215124
2020-05-25,0.997088587739443
2020-05-26,0.997378925208471
2020-05-27,1.0004621911821616
2020-05-28,0.9993141122599356
2020-05-29,0.9993072460824342
2020-05-30,0.9987803180948984
2020-05-31,0.9998767528000514
2020-06-01,1.0006117574702242
2020-06-02,1.0006274501254329
2020-06-03,1.0007953183549254
2020-06-04,0.99895024424501
2020-06-05,1.0001345702321192
2020-06-06,0.9986759983477609
2020-06-07,0.9998257863800699
2020-06-08,1.0000777242999663
2020-06-09,0.9988741439380715
2020-06-10,1.0006441732476419
2020-06-11,0.9999657275792528
2020-06-12,1.0054720976180163
2020-06-13,1.0017042269539165
2020-06-14,1.0010063917798064
2020-06-15,1.00045511215857
2020-06-16,0.9991982378847007
2020-06-17,1.0005239409038533
2020-06-18,1.0005651859589413
2020-06-19,1.0001342789803573
2020-06-20,0.9992666068726884
2020-06-21,1.0003795844596237
2020-06-22,1.0018456952318484
2020-06-23,0.9998646831126109
2020-06-24,1.0009002099424518
