,DateTime,Estimated TWh per Year,Minimum TWh per Year
0,2017-02-10,9.585659450679186,3.3310264288126463
1,2017-02-11,9.547335368239205,3.3162273608362507
2,2017-02-12,9.578774259392976,3.1989691439198245
3,2017-02-13,9.476506125920531,3.0451782162051377
4,2017-02-14,9.54480731636689,3.1500624504318755
5,2017-02-15,9.56900551293358,3.33743990259
6,2017-02-16,9.3921701345508,3.3303690553387506
7,2017-02-17,9.323758505112954,3.2384480410725005
8,2017-02-18,9.32697359187052,3.173320644921648
9,2017-02-19,9.319239357875372,3.189253456398461
10,2017-02-20,9.290790165838647,3.2704612990382373
11,2017-02-21,9.439585293899752,3.2077097842711377
12,2017-02-22,9.509756965194407,3.0822067547369385
13,2017-02-23,9.50711045243109,3.119119410482292
14,2017-02-24,9.47455460913512,3.0305290366934456
15,2017-02-25,9.634632122539282,3.23723990886742
16,2017-02-26,9.826988512652326,3.37750800069976
17,2017-02-27,10.146076490152977,3.7835472138986375
18,2017-02-28,10.187615518100534,3.676500512237116
19,2017-03-01,10.233585108322496,3.621131528619085
20,2017-03-02,10.428110774917792,3.366434203976154
21,2017-03-03,10.421708305087533,3.361434959680261
22,2017-03-04,10.40034133039608,3.3338867322046144
23,2017-03-05,10.403793585077066,3.4264946969880765
24,2017-03-06,10.403279298721822,3.345462727802548
25,2017-03-07,10.405584979559988,3.326169401805993
26,2017-03-08,10.425422519220072,3.279865419414264
27,2017-03-09,10.472803280467142,3.407201370991523
28,2017-03-10,10.371933810251516,3.434212027386698
29,2017-03-11,10.373199274079557,3.538395987768093
30,2017-03-12,10.319773508564564,3.384049379795657
31,2017-03-13,10.300867937127393,3.5576893137646466
32,2017-03-14,10.35088549293549,3.4419293577853205
33,2017-03-15,10.45485537975407,3.615569291754312
34,2017-03-16,10.45756390769387,3.3647560537991024
35,2017-03-17,10.498495306635656,3.438060053788732
36,2017-03-18,10.495073751457037,3.441954730624616
37,2017-03-19,10.134133493651296,3.784556706126603
38,2017-03-20,10.43623165172382,3.804475425632532
39,2017-03-21,10.759455676672651,3.645125669585097
40,2017-03-22,10.797738454615924,3.4817921696364733
41,2017-03-23,10.444763422445764,3.4658571940317318
42,2017-03-24,10.175564379397146,3.465857194031729
43,2017-03-25,9.588048923563074,3.754608488501409
44,2017-03-26,9.726005669704298,3.649109413486282
45,2017-03-27,9.921831996866278,3.704881828102883
46,2017-03-28,10.434715146614993,3.473824681834103
47,2017-03-29,10.443764758018846,3.712849315905258
48,2017-03-30,10.444552259716302,3.581953581753948
49,2017-03-31,10.54137381002973,3.61510497216
50,2017-04-01,10.728364796931237,3.577447628700001
51,2017-04-02,10.669187697905144,3.6067366736133337
52,2017-04-03,10.794943134848284,3.5774476287000003
53,2017-04-04,10.888341210271458,3.748997748906667
54,2017-04-05,10.92008557190443,3.845233182193335
55,2017-04-06,10.951534440134465,3.870338077833336
56,2017-04-07,10.958124027389736,3.7177023883462814
57,2017-04-08,10.852988258113513,3.765734346
58,2017-04-09,10.998524073340056,3.807575838733333
59,2017-04-10,11.002822128182016,3.85360148074
60,2017-04-11,10.991708690684566,3.7615501967266662
61,2017-04-12,11.06188623930231,3.845967880692272
62,2017-04-13,11.188468234292328,3.768300450872309
63,2017-04-14,11.122377966679212,3.973289017065593
64,2017-04-15,11.086170310099966,3.598203555520433
65,2017-04-16,11.201226629842536,3.598203555520433
66,2017-04-17,11.176835986878894,3.6374566852170194
67,2017-04-18,11.126424932941305,3.816276498279248
68,2017-04-19,11.119899578568893,3.7334087800308975
69,2017-04-20,11.0948628904777,3.759577533161956
70,2017-04-21,11.097821674441676,3.69415565033431
71,2017-04-22,11.150657527058456,3.8249994159895984
72,2017-04-23,11.120162006517257,3.864252545686187
73,2017-04-24,11.183543406370193,4.012542146762179
74,2017-04-25,11.223272673159055,3.9165900519483015
75,2017-04-26,11.029476294147438,3.757000249123481
76,2017-04-27,11.078393230246173,3.7767353554800014
77,2017-04-28,11.166591186405403,3.7242806977650007
78,2017-04-29,11.255161162944413,3.8029626843375
79,2017-04-30,11.363104417183656,3.9209856641962495
80,2017-05-01,11.485688950131625,4.017152536673751
81,2017-05-02,11.573176825698203,4.178887731295
82,2017-05-03,11.672432292884611,4.0477510870075
83,2017-05-04,11.734206192071277,3.942841771577502
84,2017-05-05,11.860694451712712,3.916614442719998
85,2017-05-06,11.865861256718503,3.837932456147501
86,2017-05-07,12.040602558480773,4.0739784158650005
87,2017-05-08,12.178847672516229,4.165774066866249
88,2017-05-09,12.416248973845326,4.365216508923797
89,2017-05-10,12.760315364683516,4.051657293549231
90,2017-05-11,12.794849418038453,4.440879001147132
91,2017-05-12,12.96496050248846,4.300196456232229
92,2017-05-13,13.107482648328237,4.103240893351362
93,2017-05-14,13.131604152408924,4.211097511119455
94,2017-05-15,13.305364770057077,4.347090637870529
95,2017-05-16,13.512840717766428,4.576872127898206
96,2017-05-17,13.58029782245273,4.464326091966282
97,2017-05-18,13.79743371341758,4.309575292559888
98,2017-05-19,13.679269986471446,4.112619729679023
99,2017-05-20,13.600014792333589,4.159513911317324
100,2017-05-21,13.641315877033854,4.323643547051377
101,2017-05-22,13.68603446883722,4.356469474198189
102,2017-05-23,13.683695980430754,4.317319825168747
103,2017-05-24,13.775349554689615,4.311780151970769
104,2017-05-25,13.7939760931289,4.681076137209008
105,2017-05-26,13.748230925695218,4.870714616115127
106,2017-05-27,13.67648838545728,4.76092391780106
107,2017-05-28,13.540657467391592,4.661114192060994
108,2017-05-29,13.46954595021086,4.800847808097082
109,2017-05-30,13.427810831699992,4.701038082357021
110,2017-05-31,13.55768948109924,5.010448232151218
111,2017-06-01,13.426954843924392,4.93559093784617
112,2017-06-02,13.394711743186392,5.165153307048318
113,2017-06-03,13.573992578895464,4.955552882994184
114,2017-06-04,13.740334455744827,4.968229218188798
115,2017-06-05,13.938292884107751,4.911154106843076
116,2017-06-06,14.178490003559782,5.729679791316921
117,2017-06-07,14.024853656307195,4.956627755980511
118,2017-06-08,14.48604131144787,5.496627339487565
119,2017-06-09,14.658978960997125,5.507995751771922
120,2017-06-10,14.805168079375155,5.985469067715002
